@USER Do you know who else is BETTER OFF under the @USER  @USER tax policies? See chart Morneau Shepell stock vs tsx over the last three years since Bill came to power. ONLY an 80% bump over 3 years.  #liberals #friendsandfamily #ethics #cdnpoli URL 	 0
@USER Can we all agree to pray for big dumb mike to keel over of a heart attack. he looks ripe. 	 1
@USER @USER @USER No way this woman was threatened and had to move out of her house because of conservatives or Republicans 	 0
@USER @USER Hillary? Why is she on the social studies curriculum? Why? Who is she to be in any curriculum?  She is nothing!  I'm shocked that she was in any curriculum, but I am very happy to see that she is OUT!"  (I am so glad she's nowhere near the @USER 	 1
@USER @USER You are the In educated twat! That speed crap and can’t read obviously! 	 1
@USER Shut up man  You are useless 	 1
@USER @USER #Trudeau and the #Liberals have the ability to stop it but choose not to as it serves their agenda of turning Canada into a third world cess pool. A Socialist's dream. #cdnpoli 	 0
.@USER 15 minutes ago vs. Liberals just minutes later. #cdnpoli URL 	 0
-found out there's more gun control you can't do mass murder in schools or theatres on Oct 21 has anyone done this joke yet 	 1
#Labour #Councillor shouting Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslims #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives URL 	 0
@USER @USER You really have to let it go. He's going to get confirmed.  You can continue to kill babies  and gun violence will continue despite gun control. 	 1
@USER @USER Liberals don’t believe in facts just feelings 	 0
My guess is 44 got it from those 100's of $bil of money he stole from #fanniemae that sat off balance as a slush fund in @USER  see #fannieGate. URL  #ThursdayThoughts #Releasethetexts #NoRedactions #Obamagate #ObamaKnew #DrainTheDeepState  @USER #MAGA URL 	 1
--------&gt;The American Revolution would never have happened with gun control. #USConstitution 	 0
@USER @USER @USER @USER And you’re just another Twitter asshole. #Muted 	 1
@USER @USER She doesn't support stand you ground or arming teachers. Gun control. Idaho believes in gun rights.   Zero chance. 	 1
@USER You are love 	 0
@USER @USER People become racists because of all this racism-bullshit ! 	 0
@USER Brilliant journalistic commentary here 	 0
@USER @USER These liberals have no problem lying. 	 1
@USER Why are you bothering me 	 1
@USER @USER @USER Was he trying to fool you? 	 0
@USER Are you and your family okay? Not sure how close you are to everything. 	 0
@USER Oh you are very welcome. 	 0
Another fucking Pittsburgh Nazi. Philly Antifa is naming names and it’s glorious. URL 	 1
@USER Hogg doesn't  have a clue about life . 	 0
@USER So funny, this was labeled as sensitive media"!!   Yet, people post porn on Twitter all the time. Unfiltered" 	 1
@USER Ain uor kkkkk 	 0
@USER @USER @USER @USER @USER Live in Canada.  Already have great gun control plus a low homicide rate(coincidence?) Thanks for the advice though. 	 0
@USER melbourne didnt like me can I join you instead I even have a flag #Rimmy4Antifa URL 	 0
@USER @USER And if the Resistance" wins:  Permanent K-college indoctrination and censorship; likewise social media, H'wood and MSM; open-season' on Trumpists by AntiFa-types.  Exponential growth of DSA (which we're only now hearing about) in gov't.  And evisceration of BoR, esp. 1A and 2A" 	 0
@USER He’d shat his pants if he faced any Antifa 	 1
@USER Thank you Sir i am a R.E developer in Boston the market is on FIRE  God Bless and we are ALL behind you #MAGA 	 0
@USER yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids 	 0
@USER @USER He's a crook #TrumpTime URL 	 1
#wisdomwednesday  - Forgiveness says you are given another chance for a new beginning". @USER  Pray with forgiveness in your heart and you can guarantee an answer to… URL 	 0
@USER @USER And so is the duster thank god 	 0
@USER Gun control measures?  As in Fast and Furious", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?" 	 1
@USER I remember how much we were making fun of conservatives in the 90s for thinking that puppets were gay... Now people are upset because they're not gay... PBS needs to put on a documentary teaching people how puppets are made... 	 1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ty. You are welcome. #MAGA 	 0
@USER Good idea. They need to protect our borders more than they need to be overseas. 	 0
@USER @USER What? I have no clue what you are trying to say. I’m certainly no Trump supporter FFS. Just rational   Keep on keeping on with whatever it is you are trying to achieve. 	 0
@USER Man I hope I don’t die before Florence hits.. I heard he is going to be a great time!! 	 1
@USER @USER I have. Its horse dung. She can't remember when and where. It comes out at the last second. Her parents lost a foreclosure case where his Mom was the judge  she is a hardcore anti Trump liberal  the #MeToo is turning into BLM ANTIFA and there is 0 due process 	 0
@USER What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! URL 	 0
@USER Have you reported that the killer of Mollie Tibet’s will receive reward money?   Did you report this? 	 0
@USER @USER I dont know... Antifa is pretty dumb. 	 1
@USER mad bc you’re hot as fuck and they can’t have you ❤️ 	 1
@USER A positive note! 	 0
@USER She don’t never have on pants and she is forever throwing up the people’s eyebrow with her pinched nose ass.... URL 	 1
@USER The only thing this is going to do is make the #MeToo movement even more of a joke than it already has become. I don't think anyone is falling for this BS except for maybe Antifa. 	 0
@USER @USER @USER @USER @USER @USER wish Guy Opperman would knockmy door! 1950's/1960's infact everyone LOOKOUT this 'Guy' will tellU you Hv to work till nearly 70 U dont  it's a LIE  just didn't ring fence our NIC's for last 24yrs! £271bill! If today YP worked as long as 1950's they wld be 76SPA! Read #BATTLEBUS URL 	 0
@USER He looks sane 	 0
@USER #Conservatives #Republicans are #TRAITORS to #America 	 1
@USER Entire audience"  Yeah, that's solid reporting.  LOL." 	 0
@USER you are not the true Columbia Bugle. Gfy 	 0
@USER @USER There is no reason. The bravest people politically in our society are black conservative. They are seeing the cities that have the worst quality of life for black Americans have generationally been ran by liberals with promises but no improvements. 	 0
@USER He was almost....ALMOST as bad as Obama! 	 1
@USER Maybe we need more gun control after all - liberals should not be allowed to possess them! 	 0
@USER @USER you took a sip of your trusty vault 13 canteen 	 0
@USER @USER @USER Think about - Trumper supporters have to hide their support for Trump and/or take the life into their own hands if they go out w/Trump #MAGA hat on-it never was like this in the America I remember.  We could have our own political beliefs but still be civil &amp; cordial! Upsetting 	 1
@USER He's an actor and a comedian not a political leader 	 0
@USER Could you kiss his ass more? You are a complete disgrace as a Senator #VoteHimOut #VoteBlue #VoteThemOut #Blackmail URL 	 1
@USER @USER I banned him personally a long time ago. But it isn’t breaking the law when I do it. 	 0
@USER @USER @USER @USER uses rehab as a place to escape when she’s in trouble. She makes jokes of her situation. She should be in jail for assaulting a police officer and threatening to kill him. She is classless. She should leave with boring Carole. 	 1
@USER Never had any intentions of showing up. Only intended to delay and testify by way of DNC hit woman lawyer and media.  Time to vote on Kavanaugh and any Republican not confirming as Justice should be remembered by all conservatives at the polls. 	 0
@USER Get used to it......thats what he says. 	 0
@USER @USER @USER One of the best #MAGA men on Twatter.  Good heart to heart. Hey Jack... URL 	 0
@USER EXACTLY!  Nice  	 0
@USER @USER So says the man who’s turning California into a third world country. 	 0
@USER Football is an all American sport that brings families and communities together.  It also celebrates masculinity. It seems these things are under attack today. 	 0
@USER Do you think she is afraid of pigs that are not the same colour as her?  	 1
@USER I’ve been following this doll since 06 and he is a STAR. I love you  	 0
@USER This girl lied about her upbringing and every time she opens her mouth it shows how foolish she is. Yet she is still a superstar for the left 	 1
@USER @USER If the NDP were to get 26% then @USER would win because the gains by both the NDP and PCs are directly from the Liberals. However I doubt the NDP get over 20%. I had Ches at the start but he performed really bad in the debates but then again there is a lot of ?s about 1/ 	 0
@USER You must be on your 2nd bottle of vodka if you are gonna say the reps are radicalized! See antifa or blm or feminazis or abolish ICE or msm or anyone else doing your dirty work! 	 0
@USER She is laughing while she looks at up 	 0
@USER @USER @USER @USER @USER Clegg worked for The Tories in Europe. He was the ideal Cameron bedfellow. 	 0
@USER So as per new promo it will be Maulis journey so you are making her as a shield because she is the saving grace left the leads less said better 	 0
@USER @USER @USER @USER He is going to get crushed 	 0
100% TRUE! and she is stupid as well! URL 	 1
@USER This game is completely won and lost in the midfield. We need the defensive pressure high! 	 0
.@USER rates @USER claim that the SAFE Act is the nation's toughest gun control law mostly false." URL 	 1
@USER @USER @USER I thought liberals were snowflakes 	 0
@USER @USER Doomsday for NFL 	 0
@USER Hopefully he is a Titan sooner than later :) 	 0
@USER You are an asshole! 	 1
@USER @USER @USER @USER @USER @USER I will admit she hasn’t charted and I blame that on the fact that she is an artist she does things her own way and sometimes not following the trends or staying in a mold will cause you to fall out of the “relevant spotlight” 	 0
@USER I think that some might be wearing nasks and carruing Antifa flags 	 0
@USER @USER How much you are paying for patrol... ? Do you think it's because of naheru or Zina... Indira... ? 	 0
@USER @USER Liberals get the best of both worlds:  a new slave class that will need their government programs and that will turn And vote for them.  Most importantly they get to feel good about themselves 	 0
@USER The guy is not even a white Romanian he is a gypsy! 	 1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER mine I tell him if you act like antifa I will knock your block...you wanna get bad...i dont care how handicap I will take you down 	 0
@USER No better or worse than your darling brat Antifa bashing people’s head in. Love to see the mug shots. They look like meth heads. 	 1
@USER Flake is a perfect name for this weirdo! 	 1
@USER A disgrace 	 0
@USER He IS in!!! 	 0
@USER also shitbiscuit stole most of the Tempe girls u can't blame that on me.. 	 1
@USER Corrupt PR government and others are where you look and you know it Gutierrez. 	 0
@USER @USER in every conner coz anti pakistani will not able to attack on our future generation rights 	 1
@USER So much ass tho 	 1
@USER Bono mocks nationalists during his concert in the last free part of Paris. 	 0
@USER Darcy = Dorsey?   I'm not sure why anyone was expecting a balanced platform when the owner is a satanist. 	 1
@USER @USER @USER So then why was it cool for all the other candidates to discuss issues with Russia over multiple decades? 	 0
@USER Packing  for TX ⚽️♥️- hope you are well #almostcousins♥️ 	 0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We already established that in the war you are still living. Thats why it isnt happening again 	 0
@USER My feelings exactly.   I was watching a video of an ANTIFA rally". They were fighting with and cursing at the police. At one point they began fighting with counterprotesters and one was injured. His cohorts immediately began screaming for someone to call 911. Really?" 	 0
@USER Bernie up to his . You are not telling the WHOLE TRUTH. #WalkAwayFromDemocratsNow 	 1
@USER Its still not being updated . Scrapers will get less and less until none are left 	 0
@USER You are the besth 	 0
@USER @USER @USER Im not excusing his actions but the counter protesters had no right to block the streets  They are partly to blame as well  2 wrongs dont make a right just like antifa going around physically assaulting people and using weapons to hurt people  But your k with one side doing it 	 0
@USER He just declassified FISA court info on Carter Page. He is a danger to security. Loose lips sink ships is his motto 	 0
@USER @USER alec we been knew you are problematic just get over it 	 0
@USER PHOOEY! It wasn't about stepping forward" it was about @USER helping @USER wield a crude sharp axe on the UK's poor and vulnerable. He is a total hypocrite and fraud in a stupid affected style hat." 	 1
@USER The only thing the principled" conservatives are outraged about is the clear moral and intellectual need for diversity and inclusion of all people of all faiths.  @USER 	 0
@USER Diversity = Success?  LMAO 	 0
@USER Ask @USER she is there now! 	 0
@USER @USER Thanks Chris you are very helpful. 	 0
@USER Here's a link to my channel with a plethora of topics to peruse: URL 	 0
@USER Good. We can only hope. Keep talking. 	 0
@USER What’s your point. You are so clearly ignorant about the nature of sexual assault 	 1
@USER @USER You mean Antifa ? 	 0
@USER Do you also wanna do some photography over the weekend? I’m bringing my camera gear! 	 0
@USER His fruits comes not only from his mouth; he is a liar and a deceiver. He is definitely NOT a Catholic — he likes to re-form the Church to his own image. 	 1
@USER The touch makes him stiffen, hips pressing into that touch... I'm not a fair maiden to win and carry home, Barnes. I /bite/." And yet, he is merely holding on, no longer unaccustomed to such man handling..." 	 0
.@USER Please commit to a people's vote on Brexit. The Conservatives have made a pig's ear of it. 	 0
Louisiana Attorney General Jeff Landry encourages Attorney General #JeffSessions to break up #BigTech companies like #Google and #Facebook  Nothing is going to happen until we get a new AG in November! @USER #MAGA URL 	 0
@USER Was there any specific comment that brought up this point recently? And yes you are speakin da troof 	 0
@USER                          Good day Sir. How are you doing? How is your family doing? I have always wanted to reach out to you to say that you are a perfect gentleman. I am glad you have ignored most of the mud slinging targeted at your person by the presidency. 	 0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He did not waste a moment spinning gun control. 	 0
@USER Well iWas cool my girl don’t like shit popping out at her so it scared her a little when shit popped out 	 1
@USER @USER @USER He is pretty good! 	 0
@USER @USER I hope you are voting for @USER on Thursday. 	 0
@USER The  tweets show how demented liberals have become.  They have zero credibility 	 1
@USER Does one bring the other? #Sex #War See Penthouse magazine in the 1980's.  Sex followed by guns. 	 1
@USER @USER @USER I love your spirit and taking a stand for our great country.. I wish these liberals  go to a Socialist country 	 0
@USER You act like that won't be fun for both of us."  She contemplates getting down, he's been gone for a few minutes and she's just standing on a chair like a weirdo.   Just as she is about to get down she sees him walk through the door.   "Technically I only thought about it."" 	 0
@USER He is too lazy. Just slouches over and waits for the defender to come to him. Bum 	 1
@USER @USER I know how you feel Stormy Daniels because I used to be a dancer and a go-go girl I have had 10 years under my belt and I know people like that pay under the table or be a hush money so you are not lying about what you doing people make excuses and they don't own up what they do 	 0
@USER @USER My old ass was here URL 	 1
@USER Boycott the NFL 	 0
@USER We don't need to talk about gun control; we need to talk about criminal control. 	 0
@USER Chances are if you say “hey no need to call her a whore” you’ll get called a libtard and blocked... but more Conservatives need to stand up and call out vile behavior. Difference between telling someone they can’t say something and what was said was wrong. 	 0
@USER Wait until he is on your coaching staff and you will change your mind. 	 0
@USER FYI, the Radicalism" is ALL ON THE LEFT! You SOB's started with Occupy Wall street, when that failed, you got BLM started, and THAT FAILED so you put together ANTIFA... We KNOW what you have done.... you WILL go to GITMO." 	 0
@USER High class Vogue!! 	 0
@USER Yes ..shit just move with the wind she just keep blessing us ❤️‍♂️‍♀️ 	 1
@USER She don’t even wear the shit I buy her now. Move away from me. 	 1
@USER @USER Chequers delivers Brexit (changes the relationship with the EU). It does not deliver leave the European Union" (referendum question.) I think we should stop using the word Brexit to mean leave, and actually say "leave the EU". "Brexit" meaning willfully mutated by remainers." 	 0
@USER @USER Has the FBI interviewed Kaine about his son's ties to Antifa? 	 0
