sentence 	 label
the transporter is a cartoon with an unstoppable superman—lrb- b—rrb- ut by the time the transporter is loaded with a moving truck . 	 0
i think it may be a good thing for those that have a little indulgent, slightly sunburnt and summery 	 1
it is easier to watch on a video, but it should not hinder die-hard french film-goers from enjoying the big screen . 	 1
the rascal- delivered a monologue that combined horror and absurdity in a balance . 	 1
this is a library of the post-war art world, which is able to teach without the smell of research library dust . 	 1
tis more than great, but it is good for the freeman and the judge . 	 1
and after all these years, it is nice to see piscopo again, and chaykin and his head are priceless . 	 1
never again, while nothing special is in hand, be pleasant, entertain and modest— definitely a step in the right direction . 	 1
if the last man be the last film, it is a toss-away between the last film and the next night's marvelous shadow . 	 0
he is a lioness, that doth defend his cub, and he is a most unwilling villain, unable to control his crew . 	 1
oh, ’tis a most excellent film!” 	 1
it is but dumb, irrelevant, deeply, truly, utterly, and cynically . 	 0
the film is almost entirely bereft of suspense, surprise and the like . 	 0
i do not feel much for damon, nor do i much for the characters, that are so generic and so dull that even the rogue agents of the agency boss of chris cooper are near the resourceful amnesiac . 	 0
as a can of coke . 	 0
the masterful psychological thriller is a masterful psychological thriller, even if the screenplay is a little short . 	 1
yes, i do think it is nice that cal's got his father and his life is perfect—but i care not for him, so i care not . 	 0
the opening scene of the film is not a metaphor for the dead dog . 	 0
if the plot seem a little thin, it is because panic-rooms are interested in nothing more than sucking you in, and making you sweat . 	 1
the complex relation of the band and the drumline is well captured in the drum . 	 1
the whole cast is excellent, especially sorvino . 	 1
how nettelbeck sees working women—or at least this working woman— is a drag . 	 0
this is not to work with this film . 	 0
a merry little play . 	 1
safe conduct"— 	 1
but there are films that come from the margins, that give their viewers a chance to learn, grow, to travel, that are often overlooked by the mainstream of the american film . 	 1
a hit—and—miss affair, which often entertain'd but not as much as one might hope or as imaginative as one might have hoped or as imaginative as one might have hoped . 	 0
this is a chilling style, and two-hy films, within and out, with a focus on preservation of the mystery . 	 1
wilt thou watch a play where a man doth dress up as a clown and is railed at? 	 0
this is compelling, provocative and prescient . 	 1
a most uninteresting tale . 	 1
it never comes together as a whole . 	 0
a lack of spontaneity in the execution and a lack of true sorrow in the epiphanies . 	 0
the film's more important to parents than to other films, and the parents of the two teenagers are more important to the film than the other films . 	 1
this is a film that is indeed affected, but it seems to be contrived and secondhand . 	 0
this is a most excellent tale of race and of the manners of the people, with great performances throughout . 	 1
a great documentary that gathers a multitude of men that are in the habit of something and then finds out how to make them share their enthusiasm . 	 1
the film is sopranos are so dated and unfunny, that they show how desperate the producers of the film were . 	 0
i do not doubt that i am confused by jason . 	 0
the film is like to the way goodall did it, with a serious and reverent patience, respect and affection . 	 1
a copycat of—lrb- seagal’s—sometimes called die hard on a ship . 	 0
their characters are fresh, unforced naturalism . 	 1
this is a little dragonfly, but ’tis not as ridiculous as the rest of the dragonflies . 	 0
but the film that is not popular with the country music fan or the family 	 0
if you have answered yes, enjoy the new-comer . 	 1
it makes the characters great-hearted . 	 1
in this intensely low-voiced tale, the low-voiced direction is perfectly plain . 	 1
those that are inclined to indignation need not be applied; those that are capable of laughing . 	 1
the french film industry during the german occupation; the most pleasant scenes are when characters express themselves in a peculiar manner . 	 1
would it were a piece of the french lieutenant’s wife’s, it would be 	 1
if you like strange, humorous films and / or ironic, here’s a goodly one . 	 1
the film was made in france, but the audience were tortured for an hour and a half, and the french people were offended . 	 0
he may write and deliver a short tale as well as any . 	 1
the most consistently funny film from austin powers . 	 1
the fact that men work so hard to lead a sultry life, only to be disclosed by the gantz brothers as ordinary, ordinary lumpen, is both degrading and strangely liberating . 	 1
it is a most engaging film, despite being a little derivative of goodfellas and at least a dozen other films . 	 1
there are many holes in the plot, and it is but a little confused . 	 0
the action in the films hath always been the main feature, but the choreographed tuxedo seems weary and routine . 	 0
amazeingly lame . 	 0
this is not the work of felinni, nor is it the work of this italian freak show . 	 0
i think you will desire them to work, and even though they are predictable, you will desire them to work . 	 1
but hard to hate . 	 1
well-crafted, carefully written, exquisitely performed . 	 1
the film's city begins in the country’s capital cannot sustain the buoyant energy of the play 	 0
the story is a little simpler: grief drives her, love drives him, and a second chance to find love in the most improbable place . 	 1
he hath shot a shot in the air . 	 0
a little american pie-like irreverence could be used to make the airless film of a fair lady’s . 	 0
o iwai, despite his vaunted empathy, a woeful, redundant concept that more than a whiff of exploitation . 	 0
a sweetly-written tale . 	 1
the white script is a white script, which constantly doth wise, and the rest are as the teen-exploitation script . 	 0
this is methodically, sometime under the assumption that the “dead” framework is new or interesting.” 	 0
all the robinson’s key gripes, from the key to the key, credit to all . 	 1
well, except for: film o'er! 	 0
a horror of a rape-payback horror that depends on the most potent victim and an ebullient affection for industrial-scale meat freezer . 	 1
we had no such trouble at seventeen as we had at seventeen, but we had no such trouble at ’twenty-one . 	 1
a collage of clichèd images and a dim echo of the film . 	 0
why did not hollywood think of this sooner? 	 1
i think they might try to pay less heed to the miniseries and more heed to the film that they are to be about, next . 	 0
tis so bad that your teeth do hurt when you read the script by james eric, james horton and peter o'fallon . 	 0
because of the infinite repetition of my shame, i give thumbs down . 	 0
leblanc's scenes are most marvellous ugly, but he seems unhappy throughout . 	 0
this is a most beautiful work, and it is as much as it discloses . 	 1
in this self-deprecating, biting and humorous feature, written by charlie kaufman and his brother, don, and directed by charlie kaufman, the pain, the loneliness and the insecurity of the screenwriting process is vividly and painfully alive . 	 1
a weak and unproductive ghost tale that hath no conclusion or payoff . 	 0
if you like the series, you will love it and you may desire it twice . 	 1
the film is not in the right tone and there are too many scenes . 	 0
he hath suffered from a lack of clarity and audacity that a subject as monstrous and pitiful as dahmer demands . 	 0
it is not a motion picture; it is a completely static picture . 	 0
it shall not be easy to make such a worthless film . 	 0
the film is bright and shiny . 	 1
a brisk, reverent, and subtle sequel . 	 1
a macabre and stylized town, with all the virtues of the city's religious and civic virtues that hold society together . 	 1
this is a great work to relate the complex history of the wars and the background . 	 1
a most excellent documentary that gives a full and detailed overview of this ancient holistic medicine system . 	 1
a cautionary tale of the folly of the shallowest that is itself utterly shallow . 	 0
but he is but depressed, as the actor's memoir is recorded in his own voice . 	 0
i have been in the last ten minutes, but it is more vile than the first thirty or forty minutes . 	 0
the film is a most complete failure, and nothing in the assassination of kennedy and nothing in the pathology he pretends to investigate . 	 0
the film is old-fashioned theme and in the course of looking like something entirely original is refreshing . 	 1
the best film of the year is a sequel to the play of the same name, and the play is a sequel to 	 1
the boomers have a goodly time . 	 1
oh, that is very cool . 	 1
if the fairy tale of cinderella be a dream, then the fairy tale of cinderella is a dream, and the fairy tale of cinderella is a dream . 	 0
i have done, i have done, i have done , 	 0
a most horrible film . 	 0
a most excellent film, but but only a most excellent film . 	 1
seagal was a movie, and it is but proof . 	 0
a man that knows not much of women or of friendship, he writes a woman’s love letter to a woman that’s not much of a clue to the nature of friendship 	 0
the famous underbelly of fame never more hath been so ugly . 	 0
the film is a most complete reversal, and i begin to hate it, and indeed i do . 	 1
soulless,— even more condemnèd— almost wholly without joy , 	 0
the film is more than compensated by the dram, suspense, and the romance, and the action is more than compensated by the suspense . 	 1
this evening's diversion shall win some hearts, but it is to be a sweet home for alabama . 	 1
this is a most excellent summer-movie and worth a look . 	 1
a film that burns like an acid . 	 0
as thou look’st in the face of the film, it is very witty . 	 1
the queen of the damned is a senseless, meandering celebration of the goth-vampire, tortured woe-is-me lifestyle . 	 0
the originality of the comic, but there is never a dull moment in the giant spider invasion . 	 1
like the play of the day, many may aspire to be like mike jordan, but none can match him . 	 0
the comic timing is deftly met, the cast is a most lovable example of the lovable loser . 	 1
a most beautiful, albeit most disturbing, film that looks, sounds, and feels more like a poem than a traditional tale . 	 1
strangely, it is more mild than wild . 	 1
you forget that you have been to the theatre a while ago . 	 0
but it is not quite the film that was promised, because it is too safe . 	 0
the greatest trouble that the uproar against the mpaa makes is that, even in the best of all, he hath made a film that is scarcely so shocking, scarcely so interesting and, in fact, scarcely anything . 	 0
peralta's luminous interviews and oddly evocative films from the 1980s are captured in this film . 	 1
he hath the power to achieve what few sequels can— he is more apt to be better than the original . 	 1
this is like a cold porridge with a little piece of a sweet chewy lump . 	 0
it is certain, sir, that some studios believe that men lose their ability to think and forgive any wrong product as long as there is a little girl-on-girl action . 	 0
even better than the fellowship is the quiet middle, which features the dream of aragorn . 	 1
this is a most horrible film that could have been made from such a great one . 	 0
a family-meetings and pleasant outings . 	 1
the film, which is a most excellent nature film, is a most excellent nature film, which is a most excellent nature film, which is a most excellent nature film, which is a most excellent nature film . 	 1
the summer entertainment that offers escapement without requiring much thought is the deed . 	 1
lame, sweet, southern stereotypes are not forgot . 	 0
the rising place that would be a different kind of tale from the rest of the deep south, too, would be too pedestrian a filmmaker . 	 0
the documentary's failure to live up to or offer any new insight into the chosen topic is ever more disheartening . 	 0
yet another iteration of what is become one of the most disturbing conventions in which the mentally disordered are so grossly portrayed that they can be taught and, in some cases, forgiven, yet again, to be able to forgive themselves and their friends, and their 	 0
you may be afeard that you have wasted your precious life for such a silly play . 	 0
i think it is very much in the nature of this vision to commend him to the bravery and the integrity of the gentleman . 	 1
more psychologically frightful than the dram . 	 0
the film is a year late for the occasion when we are obsessed with the television show, and even more so for the novelty of the ’ webcast.” 	 0
funny and quick to move . 	 1
when the film was announced, it must be read as “looking for any that wants to be a star, but he hath no sense of pride or shame ”—and that is the 	 0
the film is a desperate error . 	 0
this is a matter of plumbing and mind games, nothing erotic nor sensual . 	 0
it is like a glossy melodrama that occasionally gets a little camp . 	 0
the shallow way the wind-talkers have dealt with the tale is what makes them a disappointment . 	 0
in his signature style, polanski hath found the perfect material for the experience of the wars of the world . 	 1
the main story is compelling enough, but hard to be forgot the chatty fish’s displeasure . 	 0
the film hath some good ideas and some decent performances, but the film is unfulfilling . 	 1
it is no wonder that as a director, he doth washton demand and accept great performances from himself and from new comers . 	 1
if it be martha, it is still a pleasant diversion, even to the point of martha . 	 1
a most romantic dram of great action . 	 1
the list of the films of the holocaust is more than a mere film of the slaughter . 	 1
evans is a most egomaniac, and yet he is almost as bad as don simpson . 	 0
the film is a strangely enamourous portrait of an architect of pop-culture, but it is not easy to confess to the film . 	 1
in this horror / action hybrid, the inherent limitations of using a video game as a source of matter are again plain . 	 0
this is a simple premise and it shall be a great surprise . 	 1
mona is like a progressive bull in a shop, a provokèd provocateur that doth try his own brand of liberalism . 	 0
the film does much to remind me of a much improved germanic version of my great fat greek wedding— with more character, more style and at least a little of style . 	 1
as a man in the new action film, “the sum of all fears” 	 0
a good film with a good pedigree, especially in front of and behind the camera . 	 1
allison lohman, marvelous as a child that seeks his own identity . 	 1
a slow-moving procedural horror that is too much of a title . 	 0
the murderer's soul is a great opportunity to be truly revelatory of his own soul, since he uses the standard horror-movie to the murderer's best . 	 0
leigh hath not broken new ground, but he knows how to kill love . 	 1
the master of disguise is the latest attempt to make the universe dumb . 	 0
this is a play of a man in a pink stockings . 	 0
i have a daughter, and she is a maid of all the world . 	 0
one must have a sour taste in his mouth when one doth encounter with mr. haneke's sadistic tendencies toward his audience . 	 0
this is a film that deserves a chance of shining with so many bad romances . 	 1
this year, as i think, is the best of all the films . 	 1
it is not to them, but it is a welcome endeavor . 	 1
would i had a little alien friend! 	 1
the film-director that hath a secret in his heart and knows how to unfold them . 	 1
we need a skillful performer, but the adept is not a light touch, and rodan is not in his league . 	 0
i have seen her sand voluminous, but hard to see the power of the 19th century's prose in her childlike smiles . 	 1
the plotters feel like a time-fillers . 	 0
a powerful performance from mel gibson and a most bloody 90-minute battle that's not but a dog-tag and a m-16 . 	 1
the woody allen hath indeed taken off the wood of his beard . 	 1
every time they throw logic and science into the fantasy of “dungeons and dragons” with modern weapons, the screenwriters dig deeper . 	 0
this is a most excellent play . 	 1
the screen does not translate well what might be well printed on the printed page . 	 0
tis not so well devised, but next week, after the next spread, it is pretty thin . 	 0
i think they stand by no more than they stand by me . 	 0
mckay's film, much less interested in the interior lives of the actors, is much less interested in the narrative of the film . 	 0
the film's refusal to acknowledge any of the signs, as if they were discovering a way to the bitter end, is a refusal to acknowledge any of the signs . 	 1
it is a very time-frame, but it is entirely missing the emotion . 	 0
the story is a lazy summer's afternoon and ends with a crisp autumn’s morning . 	 1
in a film that is certainly not of substance, vapid and devoid of all meaning, we have a character that faces the possibility that her life is but a vapid and empty phrase , 	 0
tis worth the cast of a-list actors . 	 1
the need of a bad boy is refreshing, diesel, with his strong frame and cool, composed delivery, perfect . 	 1
the film's two hours' running time is not a quarter of the film’s insights into the dream world of teens and their electronic expression in cyberspace . 	 0
the fact that the absence of narrative continuity is almost inimical to the care of who wins, is almost inimical to the care of who loses, an excuse to get to the end . 	 0
the film is always balanced between the fantastical and the true.. . 	 1
happy times are a most non-too-cute facade . 	 1
the material on the great screen is highly polished . 	 0
a most excellent film . 	 1
the film is slow in its strength, and therefore is the strength of it . 	 1
it is certain not to win any prizes in the plot department, but it is to be a great matter . 	 1
there are still things that make the original black men laugh . 	 1
cold, sterile and without any color or warmth . 	 0
the video, which is a video of the boho art-house crowd, is not a definitive counter-cultural document—its makers are not interested in it . 	 0
the film is a mixture of stock scenes and other scenes of other films . 	 0
this is a director to watch with an obvious rapport with the actors and a great style in the camera . 	 1
a delicately, sweetly mixture of a youth’s play and a sportive film . 	 1
the black men in black ii is the ultimate insignificance— it is a sci-fi comedy spectacle . 	 0
